cluster;representative protein;other proteins
1079;Q9H9B1;Q96KQ7
1080;Q5JTH9;
1081;Q502W6;
1082;Q9UM54;
1083;Q9BX66;
1084;Q9C0C9;
1085;O94854;
1086;Q15047;
1087;O15534;
1088;P19174;P16885,
1089;A6NGG8;
1090;O14841;
1091;Q8TF17;
1092;Q9NTJ3;
1093;O14559;
1094;Q15468;
1095;Q4KMG0;
1096;Q6IQ26;Q6ZUT9
1097;Q96KN7;
1098;Q5IJ48;
1099;Q9P218;
1100;O43933;
1101;Q6WKZ4;
1102;Q14692;
1103;Q6EMB2;
1104;Q9UHF7;
1105;O43345;Q15935,A6NP11,Q96NJ3,O75346,O14628,P15622,Q8NB50,Q9Y2P0,Q9NYT6,Q6P280,Q86Y25,Q86XU0,P0CB33,A0A087WUU8,Q5VIY5,Q8N3J9,Q9P255,Q9UK13,Q494X3,K7ER65,Q96JC4,A6NN14,Q6ZMV8,Q9H8G1,M0R1M3,Q6ZR52,Q3SXZ3,Q7Z7L9,P52738,A0A1W2PQL4,Q9P2J8,Q14590,Q8N9Z0,Q96IR2,Q8WXB4,Q8IZ26,Q8IW36,A0A0J9YXG5,Q96K75,Q3ZCX4,Q99676,O95780,Q96MU6,P17030,Q8NCK3,Q9UK11,B4DU55,A8MXY4,Q68EA5,P17025,Q3MIS6,Q8TAQ5,Q96LW1,Q96HQ0,Q9BS31,Q03936,Q6PF04,Q5JVG2,P17097,Q8N782,Q68DY1,Q03938,Q9NZL3,Q9Y2Q1,Q8NE65,Q9UK12,Q2VY69,O75820,O75437,P0C7X5,Q8N8H1,Q8N8L2,Q9UII5,Q8TD23,Q8N883,P0DKX0,Q9UIE0,Q8TB69,Q96JF6,Q8N7Q3,Q03923,Q9UJW7,P52744,P51814,P51504,Q96N22,P17038,O60765,Q8TC21,A6NK75,P17032,Q6ZTB9,A8MTY0,Q8NEP9,Q15929,Q8N7M2,Q8IYN0,Q8IYB9,Q5JUW0,B4DXR9,A8MUV8,Q6ZNH5,Q15937,Q8TF32,Q14588,P0DPD5,Q9NQX6,B4DX44,Q86V71,Q9BY31,Q05481,Q9Y473,Q6PK81,P17027,Q9BRH9,Q9NR11,Q9GZX5,A6NNF4,Q8N859,Q9NSJ1,Q6U7Q0,Q12901,A2RRD8,Q6ZN06,K7ERI5,P52737,Q03924,Q5HY98,Q9NV72,M0R3E3,Q9UJU3,O43830,Q96NG8,Q86XN6,Q96N38,Q8N9K5,Q5JVG8,A8MQ14,Q8NEM1,Q8IYX0,Q8TAF7,Q9BSG1,P17031,O75373,Q14593,Q96H40,Q9BR84,P51508,Q6ZN08,Q7L2R6,P35789,Q8TF20,Q2M3X9,Q8TBZ8,Q2M3W8,Q5SXM1,P17019,Q15928,A0A0U1RQK1,A0A087WUV0,Q9UK10,A6NK53
1106;Q12770;
1107;Q9UPP5;
1108;O15118;
1109;O95428;
1110;Q14203;E7EWF7,
1111;Q96F07;Q7L576,
1112;Q9HAZ2;
1113;O00370;
1114;Q8IV33;
1115;Q96C45;
1116;Q14896;Q13203,
1117;Q5TIA1;
1118;Q5VU97;
1119;Q92797;A0A0A0MT84,
1120;Q13972;O14827
1121;Q96ST3;
1122;O60610;
1123;Q9HAU5;
1124;P11274;Q12979
1125;Q5KSL6;
1126;Q96PX9;
1127;Q9UPN6;P09430,
1128;Q08211;Q3LI67,Q3LI58,A0A3B3IRQ3,A0A3B3IRS2,Q3LI59
1129;Q6VMQ6;
1130;Q9ULD2;
1131;Q13045;Q8WXC6
1132;Q96RY5;J3QT63
1133;O95487;O95486
1134;Q00341;
1135;Q5JPE7;Q15155,P69849
1136;Q92610;
1137;Q6ZT07;O95759,Q66K14,Q0IIM8
1138;P78312;
1139;Q562F6;
1140;Q99707;
1141;P26640;Q5ST30,A0A0G2JL52,A0A0A0MTG1,A0A140TA36,A0A140TA35
1142;Q8NE09;
1143;P41252;
1144;O75128;
1145;O95622;O43306,
1146;Q52LW3;
1147;P28290;
1148;P48553;A0A096LPH7
1149;Q8WXX7;
1150;O15357;Q92835,
1151;Q8WVM7;P0CL84,P0CL85,P0CL83,Q9UJ98,Q8TBR4,Q8N3U4
1152;Q96PY6;
1153;O14654;H3BTC1
1154;O75334;Q13136
1155;P29374;
1156;P32004;
1157;Q96NH3;
1158;Q1MSJ5;
1159;Q3T906;
1160;O15055;
1161;P15941;
1162;Q9UBS9;
1163;Q86SQ0;
1164;P40145;
1165;Q14028;Q9NQW8
1166;Q86VF2;A0A075B6W6,
1167;Q9UBZ9;
1168;Q2NKX8;
1169;Q70E73;Q7Z5R6
1170;Q8TDY8;
1171;Q96MR6;
1172;P29144;
1173;Q27J81;
1174;Q96HA1;A6NF01,A8CG34,
1175;Q9BX63;
1176;Q9P1Y5;
1177;Q9UJ55;Q96MG7,
1178;O14727;
1179;Q7Z6G8;
1180;A6NM62;
1181;O94885;Q9NSI8,A0A075B6W3,O75995
1182;P10745;
1183;P14543;
1184;Q15477;
1185;Q92833;
1186;O00562;Q9BZ71,
1187;Q6IQ55;
1188;Q96QP1;
1189;Q01814;Q16720,P20020,P23634
1190;Q6ZRQ5;
1191;Q96J92;
1192;Q9P243;
1193;A8K8P3;
1194;P35568;
1195;Q8N398;
1196;O60500;
1197;P04920;P48751,
1198;Q9BZV3;
1199;Q9HBG6;
1200;P54098;
1201;Q9NUA8;
1202;Q3B7T1;A0A075B6Z5,
1203;Q9Y219;P78504,
1204;Q8N1G0;
1205;Q8NHU2;
1206;O75155;Q86VP6,
1207;Q12791;A0A494C0B9,
1208;P46019;P46020
1209;Q8NDV3;Q14683
1210;Q9H0E9;
1211;Q9H2G2;
1212;Q9NVE5;
1213;Q9UL54;Q7L7X3,Q9H2K8
1214;Q01970;
1215;Q2VIQ3;O95239
1216;Q6ZU35;
1217;Q9HCE9;
1218;P08603;Q03591,Q9BXR6,P36980
1219;Q8NDI1;
1220;O00411;
1221;Q03112;
1222;Q5JUK3;Q6UVM3,
1223;Q13201;
1224;Q5T481;
1225;Q8IWY9;
1226;Q92620;Q9H5Z1,O43143,Q9H6R0
1227;P51826;
1228;P55265;A0A0C4DH70,A0A0J9YWN2,A0A0C4DH62,A0A0J9YVP9,A0A0A0MT81
1229;Q9H7F0;
1230;Q9UPW5;
1231;Q5HYW2;
1232;Q9UQB3;Q99569
1233;P53621;
1234;Q8TE57;Q8TE60
1235;Q9BZH6;
1236;Q6ZS17;
1237;Q8WXS8;O95450,O15072
1238;Q96JH7;
1239;Q9UPU3;Q96PQ0,Q8WY21
1240;Q86SQ4;Q96IR3
1241;Q8N1G1;P0C843,Q8IX06
1242;O60841;
1243;O94979;Q9NQW1
1244;Q14562;O60231
1245;Q5TIE3;
1246;Q86XP1;Q16760
1247;A1L390;
1248;Q5T1M5;
1249;Q9NZ71;
1250;Q4VNC0;Q4VNC1,
1251;Q14687;
1252;Q15393;
1253;Q2NKJ3;
1254;Q9UQE7;A0A075B6X9,
1255;O15016;
1256;Q16827;
1257;Q6UXC1;
1258;Q6ZMY3;
1259;Q9NQ66;Q00722,
1260;Q9P260;
1261;Q5T848;
1262;Q9H422;Q9H2X6,Q86Z02
1263;Q9HCJ5;Q9H7M6,Q9P217,
1264;Q9UBN7;
1265;O60315;
1266;P55201;O95696,
1267;Q8TAQ2;Q92922,
1268;Q8TD43;Q9NZQ8,
1269;Q9Y6M7;Q2Y0W8,Q9Y6R1,Q6U841,Q96Q91
1270;Q7Z7B0;Q4L180,
1271;P41594;Q13255,Q14416,Q14832
1272;P55011;Q13621,P55017
1273;Q8IZU8;
1274;A4D2P6;
1275;Q9BXT6;Q8WUE5
1276;P51825;
1277;P98198;Q8TF62,
1278;Q5T8A7;
1279;Q7Z570;
1280;O00533;
1281;O94761;
1282;Q86Y13;
1283;Q9UNS1;
1284;P01133;
1285;Q8TE59;
1286;Q8TEW8;
1287;Q9ULD4;
1288;Q53EP0;Q9Y2H6
1289;Q53SF7;
1290;Q9H0H0;
1291;Q9HAV4;
1292;Q9HD20;
1293;Q9Y3Q4;O60741,Q9P1Z3,Q9UL51
1294;Q9Y6C5;
1295;O94983;
1296;Q504Q3;
1297;P56645;
1298;P59047;
1299;Q5JYT7;
1300;Q96PN7;
1301;Q14679;
1302;Q6P1X5;
1303;A2RUS2;
1304;P49796;P49798,P41220,P57771,O15539,O15492
1305;Q13615;Q9NYA4
1306;O95347;
1307;Q9P2M7;
1308;A0A1B0GUW6;
1309;Q8N157;
1310;Q9NS40;Q9H252,Q12809
1311;Q8NAP3;
1312;O75054;
1313;O75145;O75335,
1314;Q5VT97;
1315;Q7L2E3;
1316;Q13753;
1317;Q96R06;
1318;Q9NSV4;O60879
1319;Q6AWC2;
1320;Q99490;Q96P47,Q9UPQ3
1321;Q9BTW9;
1322;Q9NQC3;
1323;Q58EX7;
1324;Q9HBD1;Q5TC82,
1325;Q9P2F6;
1326;P54259;
1327;Q5VZ46;
1328;Q7Z5K2;
1329;Q9UDY2;
1330;O43593;
1331;P61129;Q8N5P1
1332;Q5VWQ8;Q9UJF2,
1333;Q14865;
1334;Q5T0Z8;
1335;Q6PIJ6;
1336;Q9NTI2;Q9Y2Q0,A0A0U1RRN3
1337;Q9UKX5;
1338;O94812;
1339;P29597;P23458,
1340;Q15678;Q16825,G3V1Q9,
1341;H0Y858;H7C5I2,Q9NR96
1342;P28715;
1343;Q14671;Q8TB72
1344;Q86YC2;
1345;Q9UL68;O60284,A0A0G2JS52,Q01538
1346;Q9ULU4;
1347;Q9Y2K9;Q5T5C0,
1348;Q6IE37;
1349;A6NCI4;
1350;O75339;Q8IUL8
1351;P98095;
1352;Q9NPG4;
1353;Q99550;
1354;Q9C0H9;
1355;P42684;P00519,P07948,P09769,P06239,P51451,P12931,P42685,P08631,P07947,P06241
1356;Q9UPP2;A0A0G2JN53
1357;P17301;
1358;Q13683;P23229,
1359;Q6AI08;
1360;Q9P2L0;
1361;Q0VF49;
1362;Q9BXT4;
1363;Q9H0B3;
1364;Q9NQ11;
1365;P38570;
1366;P56199;
1367;Q6ZRV2;
1368;Q92896;
1369;Q9P2J2;
1370;P11498;
1371;Q9C0B9;
1372;Q4G0N8;
1373;Q5TEA3;
1374;Q9Y2G3;Q8NB49,P98196,
1375;Q9P2J5;
1376;Q15147;
1377;P30876;
1378;Q2M389;
1379;Q6PD62;
1380;Q8IX21;
1381;P35442;P07996,P49747,P49746,P35443
1382;Q13751;
1383;Q63HM2;
1384;Q6ZWH5;
1385;O75132;
1386;P20701;
1387;Q96EV2;
1388;O60290;
1389;Q9P2R3;
1390;Q86TI0;
1391;O75578;
1392;Q76FK4;
1393;Q8TF40;
1394;P48357;
1395;Q7Z6L1;
1396;Q92574;
1397;Q9H7Z3;
1398;Q9Y613;
1399;P20702;P11215,Q13349
1400;Q92618;
1401;Q9UHB7;
1402;O75182;
1403;Q9UNY4;
1404;E5RHQ5;A6NHN6,F8WFD2,A8MRT5,Q92617,E9PQR5,H0YIQ5,P0DM63,H0YIK9,C9JG80,A6NJU9,A6NJ64,E9PJI5,F8W0I5,F8W1W9,E9PJ23,A0A0B4J1W7,E9PKD4,H0YIQ3,A0A0A6YYH2,C9IYD2,Q9UND3,E9PIF3,O75200,A0A087WWP6
1405;Q9NSY1;Q2M2I8,Q5H9B9
1406;O14917;
1407;Q09MP3;
1408;Q12768;
1409;Q6MZM0;P00450,Q9BQS7
1410;Q6ZRH7;
1411;P48552;
1412;Q5VZP5;P51452,Q9BV47,Q9UII6
1413;Q8IUX7;Q96SM3,Q8N436
1414;Q8IY37;
1415;Q8IZL2;
1416;Q8WUM0;
1417;Q9NZP6;Q8N9G6,A8MUI8,A8MV72,A8MX80,A8MUA0,A6NL46,A8MU76,Q5PR19
1418;Q8NEN9;
1419;Q96JN2;
1420;Q9BXL7;Q9H257
1421;O14617;
1422;P35228;
1423;Q7RTW8;
1424;P27816;
1425;O43847;
1426;Q8WW38;A0A0G2JPN4
1427;Q9C0E2;
1428;Q9P283;Q13591,
1429;Q9Y2G1;
1430;P49641;Q16706,
1431;Q06190;Q9Y5P8
1432;Q2VWP7;
1433;Q8IX12;
1434;Q9NY47;P54289,
1435;Q9UHW9;Q9H2X9,Q9UP95,Q9Y666
1436;A8MYU2;
1437;Q8TBY9;
1438;P35251;
1439;Q2NKQ1;
1440;Q8TAB3;
1441;Q96Q05;
1442;O43861;O75110
1443;O95104;
1444;P36956;Q12772
1445;Q9NQV6;
1446;Q8TF21;
1447;Q9H6R4;
1448;O60266;
1449;Q14147;
1450;Q86XI2;
1451;Q9C0D6;
1452;Q9NXL9;
1453;O60732;A2A368,A6NCF6,Q9UBF1,P43355,P43363
1454;Q14993;
1455;Q4G0X9;
1456;Q5SVZ6;
1457;Q9NRM1;
1458;A6NNT2;
1459;Q00872;A2RUH7,Q14324,
1460;Q14432;Q13370,
1461;Q96AE7;
1462;Q16531;
1463;Q66GS9;
1464;Q8NB25;
1465;Q96KG7;A6BM72,
1466;Q08999;P28749
1467;P35590;Q02763
1468;Q96JK9;
1469;O15068;P10911
1470;P20585;
1471;P78524;Q9ULE3,Q68D51,Q9H6A0
1472;Q7Z3S7;Q8IZS8,
1473;Q92540;
1474;Q9BY07;
1475;Q9NP73;
1476;Q9UPM8;
1477;O43795;Q9UBC5,Q8N1T3,O00159
1478;Q92619;
1479;Q5JTC6;
1480;Q9H9Y6;
1481;Q9HCL0;
1482;P18206;
1483;Q7RTY7;
1484;Q92625;
1485;Q9NPG3;
1486;Q5TCZ1;
1487;Q7Z392;
1488;Q8TES7;K7EIW4,K7EP13,
1489;Q9NW08;
1490;O14746;
1491;O60674;P0CJ72,P0CJ70,P52333,S4R3Y5,P0CJ73,P0CJ68,P0CJ69,Q8IVG9,P0CJ75,P0DMP1,P0CJ76
1492;P46379;
1493;Q68CR1;
1494;Q6P0N0;
1495;Q86Y26;
1496;Q9P203;
1497;Q9Y2H2;
1498;Q6IQ32;
1499;O95835;Q9NRM7,Q9Y2H1,Q15208
1500;P33076;
1501;Q8IZL8;
1502;O75717;
1503;Q92900;
1504;Q9ULH1;O43150,Q8TDY4
1505;Q9UPZ3;
1506;Q13625;
1507;Q9Y2A7;P55160
1508;Q9Y3R0;Q9C0E4
1509;Q6IMN6;
1510;Q8IWB9;
1511;Q9UPN9;O15164,
1512;Q9UPR0;Q86YW0,Q15111
1513;Q2UY09;
1514;Q96QU8;
1515;P37275;
1516;Q5TAH2;
1517;Q9NQW6;
1518;P78332;
1519;Q70EL4;
1520;Q9P275;
1521;Q16821;
1522;Q9UQL6;Q8WUI4,P56524,Q9UKV0
1523;Q5T0N1;
1524;Q6IQ23;
1525;Q9NNW5;
1526;Q12986;
1527;Q7Z2Z2;
1528;O75762;
1529;Q08828;
1530;Q5T6F2;Q14157,
1531;Q6UXM1;O94898,Q96JA1,
1532;Q9HBR0;
1533;P40818;
1534;Q14126;
1535;Q9NZB2;Q5T035
1536;P63128;P63121,P63145,Q9HDB9,P63124,P62684
1537;Q13574;O75912
1538;Q69YQ0;
1539;Q9P2H0;
1540;Q9UKP5;Q9H324
1541;Q8IUD2;O15083,
1542;Q9H7T0;
1543;Q9HAU0;
1544;Q9NZJ5;
1545;Q8TCU5;O60391,
1546;Q9HD43;
1547;P07949;
1548;Q01804;
1549;Q86YR7;
1550;Q9BWV1;
1551;Q9P278;
1552;Q5M9N0;
1553;Q8IX03;
1554;Q96MI9;
1555;Q9GZR1;
1556;P51841;Q02846,
1557;Q12965;O00160,
1558;Q8N3T6;Q14C87,Q14DG7
1559;P28340;
1560;Q96L42;Q9UQ05
1561;P08151;
1562;P09619;P16234
1563;O60518;O00410
1564;Q7Z3B3;
1565;A6QL63;Q8N961,
1566;P80192;Q02779,Q5TCX8,Q16584
1567;Q7Z2W7;
1568;Q9BSJ8;
1569;P48736;
1570;Q3MJ13;
1571;Q93009;
1572;Q9H2P0;
1573;P53396;
1574;Q7Z6I6;
1575;Q8IY18;
1576;Q8NCX0;
1577;Q8TDG4;
1578;Q93073;
1579;O94779;Q9UQ52,Q9P232,Q8IWV2,Q02246,Q12860,
1580;O94875;O97980
1581;O95466;Q8IVF7,Q96PY5
1582;Q7Z5M5;
1583;O43295;P0DJJ0,P98171,P0DMP2,O75044,A0A2R8YE00,Q7Z6B7,A0A2R8Y4P6
1584;O60721;
1585;Q15032;Q9UBL0,
1586;Q6ZN30;
1587;O14776;
1588;Q4L235;
1589;Q8NHU6;
1590;Q9ULJ8;Q96SB3
1591;P42702;
1592;Q13127;
1593;O75151;
1594;O94953;Q6B0I6,O75164,A0A1W2PPD8,B2RXH2,
1595;Q6PKG0;Q659C4
1596;Q9NX05;
1597;Q8TE56;
1598;O00203;Q13367,
1599;P53992;O94855,
1600;Q6ZU80;
1601;Q9C0B7;
1602;P55198;
1603;P82094;
1604;Q86W24;
1605;Q93100;
1606;Q9UMS6;
1607;Q5W0Q7;
1608;Q9ULE0;
1609;Q08462;Q8NFM4,P51828,
1610;Q96SB8;
1611;Q70J99;
1612;Q96KQ4;
1613;O43156;
1614;Q8TEQ8;
1615;Q9P2G1;
1616;Q0VD83;
1617;Q8N1F8;
1618;Q9H2T7;Q9UIA9
1619;Q9ULH7;
1620;O00267;
1621;Q8NG08;
1622;Q9Y2J2;Q9H4G0,
1623;Q9Y6K5;P29728,P00973
1624;O75808;
1625;Q13423;
1626;O00268;
1627;O43683;
1628;Q4VCS5;
1629;Q8N0W3;
1630;Q15386;
1631;Q9C0H5;
1632;Q9ULD8;
1633;Q9UPN4;
1634;Q9UPQ0;
1635;Q8IX01;
1636;B1ANS9;
1637;Q17R98;
1638;Q63HK5;Q9NRE2,Q6ZSZ6
1639;Q8TEX9;
1640;Q5FWF4;
1641;Q5VYM1;
1642;Q6AI39;
1643;Q6ZRK6;
1644;Q8IZF5;
1645;P41180;
1646;Q9Y4D1;Q86T65,
1647;Q13905;
1648;Q96RU2;Q9UHP3,
1649;A5PLK6;
1650;O60524;
1651;Q05469;
1652;Q32MH5;
1653;Q86V48;
1654;Q8NB46;O15084,Q8N8A2
1655;A5A3E0;Q6S545,P61160,P0CG38,P68133,P63261,Q562R1,H3BUK9,Q6S8J3,Q8TDG2,Q9BYX7,Q9BYD9,P68032,Q86YR6,P0CG39,P60709,P62736,A0A0A6YYL3,A6NI47,P42025,Q6S5H5,B2RU33,Q8TDY3,P63267,P61163,A0JP26,Q6S8J7
1656;Q12968;O95644,Q14934,
1657;Q7Z7G0;
1658;Q8WWM7;
1659;Q96JH8;P0CJ77,P0CJ74,S4R3P1,
1660;Q13393;
1661;Q6IEE7;
1662;Q6UY14;
1663;Q96KR1;
1664;Q9C0D4;
1665;P25092;
1666;Q15714;Q99576,
1667;Q70EK8;
1668;Q8NFY4;Q9H2E6
1669;Q5VV43;Q8IZA0,
1670;Q96EP0;A0A0B4J293
1671;O14980;
1672;O15063;
1673;O95206;
1674;P42338;O00329,
1675;Q13308;
1676;O60245;Q08174,
1677;Q6ZW49;
1678;Q9Y3P9;Q5R372
1679;O75146;O00291,
1680;P42336;
1681;P55197;
1682;Q5M775;
1683;Q7Z3V4;
1684;Q9Y4F9;H3BP45
1685;Q8N7X1;P38159,Q96E39,O75526,
1686;Q8TDZ2;
1687;Q9ULJ6;Q8NF64
1688;Q14139;
1689;Q8WVS4;
1690;Q96DN5;
1691;Q96S38;
1692;Q9ULJ3;
1693;Q9UPQ7;Q76G19,Q6ZMN7,
1694;Q7RTR2;
1695;Q9Y283;
1696;Q15334;Q6P1M3,
1697;Q9NQ38;P00995,
1698;A0A096LP49;
1699;P53708;P08514,P06756,P08648
1700;A0A0G2JPQ2;P0DMW2,Q56P42,Q8WX94,Q9NX02
1701;O94827;
1702;P16066;P20594,
1703;P59046;Q96P20
1704;Q9Y4E5;
1705;P51530;
1706;Q96JE7;
1707;Q9P2N5;
1708;Q9ULE4;
1709;Q9UPP1;
1710;P0CJ78;
1711;Q5EBL2;Q7L3S4,
1712;Q5TYW1;Q15940,Q9H707,Q06730,Q6ZN57,Q8NDW4,Q02386,P17036,Q06732,Q9UJW8,P51522,P17039,Q9NYW8,Q8N988,Q96SQ5,Q8N4W9,P52742,Q6ZNG1,M0R378,Q6P3V2,Q96NJ6,Q4V348,M0R1X1,Q8TF47,Q8IZC7,Q6ZN19,Q8NB42,Q96NG5,B7Z6K7,Q6P9A1,Q08AN1,Q9Y2H8,Q86WZ6,Q6ZMW2,Q15973,Q6ZNA1,Q52M93,P0CJ79,Q9Y2P7,A6NHJ4,Q8N9F8,Q499Z4,Q96ND8,Q6P2D0,P17035,P17023,Q13106,Q9ULM2,Q76KX8,Q8TF45,Q0VGE8,Q86UD4,Q7Z3V5,Q8N823,Q9H963,Q9HCG1,Q9H7R5,Q7Z3I7,Q68DI1,Q7L945,Q96SE7,P17041,Q96N58,E7ETH6,Q96NL3,Q8TAU3
1713;Q66K74;
1714;Q6JQN1;
1715;Q7Z410;
1716;P22314;A0AVT1,P41226
1717;P57678;
1718;Q6DHV5;
1719;Q9BQI6;
1720;Q5GLZ8;Q15034,D6RAT5
1721;P52732;
1722;Q8NDX1;
1723;Q9H3R0;
1724;Q9Y4G2;
1725;P29323;P54756,P54753,P54762,Q5JZY3,P29320,P54760,P54764,P21709,Q15375,P29322,O15197,P29317
1726;O94887;Q9Y4F1
1727;P28370;O60264
1728;Q03701;
1729;Q8TF46;
1730;Q9P1A6;O14490
1731;O95625;
1732;Q2KHT3;
1733;Q9BXX0;
1734;Q9UJQ4;
1735;A0A0U1RQI7;
1736;O15034;
1737;Q05397;
1738;Q14703;
1739;Q5XX13;O95170,
1740;Q9Y4C4;
1741;P26006;
1742;Q6ZP01;
1743;O60566;
1744;O75385;Q8IYT8
1745;Q96NW4;
1746;Q9BQF6;
1747;Q02413;
1748;Q9NYK1;Q9NR97,
1749;O75362;
1750;Q86W28;
1751;Q9H0E3;
1752;Q9NYI0;Q9BQI7
1753;Q9Y2H5;
1754;P20936;
1755;Q6ZRI6;
1756;Q9Y5B9;
1757;O15294;
1758;Q6PJG2;
1759;Q9HCM7;
1760;Q9NS56;
1761;Q5T2S8;
1762;Q6ZRS4;
1763;Q86Z14;Q9UEF7
1764;P15918;
1765;P17040;Q8N8Y5,Q6NX45,Q5VV52
1766;Q68E01;
1767;Q86W25;
1768;Q8NFZ0;
1769;Q93084;O14983,P16615,
1770;P42285;
1771;Q8NB14;
1772;Q96FS4;
1773;Q9Y4D2;
1774;Q9Y5Q5;
1775;Q96P70;
1776;Q05DH4;
1777;Q6PJP8;
1778;Q86SJ6;P32926
1779;Q9HC29;
1780;Q9NTJ4;
1781;Q9P2E7;
1782;P54707;Q13733,P50993,P20648,P13637,P05023
1783;Q76KP1;
1784;Q9P2Q2;Q9Y2L6,
1785;O95373;O15397
1786;Q07912;
1787;Q13873;
1788;Q5JRX3;
1789;Q5JWF2;P38405,
1790;Q5VY43;
1791;Q9BX69;
1792;Q9NZV1;
1793;Q9UF33;
1794;O75420;
1795;Q13797;P13612
1796;Q5HY64;Q5JRC9,
1797;Q86UV5;
1798;Q96KW2;
1799;Q9P206;
1800;Q8WXI2;Q6P9H4,Q8WWN9,G9CGD6
1801;Q9NWH9;
1802;P20023;
1803;P59045;
1804;Q9H5P4;
1805;O95197;
1806;Q12840;P33176,O60282
1807;Q9BWT7;
1808;Q9C099;
1809;Q9Y6X9;
1810;P59923;
1811;Q7L014;
1812;A5PL33;
1813;O14974;
1814;O76039;Q5MAI5,Q00532
1815;Q96T76;
1816;A8MWY0;Q6UXG2
1817;O14709;Q3ZCT1,P17020,Q147U1,Q9HCZ1,Q8IYI8,Q9H7R0,Q15776,P17024,Q0D2J5,Q14586,Q9H0M5,Q8TA94,Q9P0L1,C9JN71,Q96SK3,Q8N7K0,Q86T29,Q9UC07,P15621,P17029,A6NM28,Q9UJN7,P17017,Q9BS34,Q9NQZ8,B7ZLF3,Q8N184,Q3KNS6,Q9C0F3,P51523,Q96CX3,Q86UE3,Q96SR6,Q6P9A3,Q8NDP4,Q32M78,Q5JNZ3,Q8NDQ6,Q14585,Q9HCL3,Q9Y6R6,Q15072,Q5MCW4,Q8N972,Q8N8Z8,O94892,Q86YE8,Q9UC06,Q9Y2A4,Q2M218,P17014,Q6ECI4,Q6PDB4,Q969W8,Q8TBZ5,Q96RE9,Q96GE5,Q3KP31,P16415,Q96I27,M0R135,P51786,Q9HBT7,Q6AZW8,O75290,Q8NA42,Q8N8J6,Q6ZMS4,Q14587,Q7Z2F6
1818;O15042;
1819;Q9P2E2;
1820;P12109;
1821;Q4G0T1;
1822;Q86VS3;
1823;A4D0V7;
1824;P12036;Q16352,P07197
1825;Q86WZ0;
1826;Q9H4L7;
1827;Q12882;
1828;Q53GL7;
1829;Q6WCQ1;
1830;Q9BYX4;
1831;Q9H0A0;
1832;Q9UIQ6;
1833;A5PKW4;
1834;Q96RT8;
1835;Q99575;
1836;Q9BYH1;Q6UXD5,Q53EL9
1837;Q9NPP4;
1838;Q9UII4;Q8IVU3
1839;Q9UKU6;
1840;O94988;
1841;Q02218;Q9ULD0
1842;Q24JP5;
1843;Q69YH5;
1844;Q6P4F7;Q3KRB8,
1845;Q86YN6;
1846;Q7Z6P3;
1847;Q93033;
1848;P23378;
1849;Q92834;
1850;P12110;
1851;P14735;
1852;P98073;
1853;Q6P9B9;
1854;Q6ZUX3;
1855;Q8IWE5;
1856;Q9BXU1;
1857;B0I1T2;O94832
1858;Q6ZMP0;
1859;Q9P2H5;
1860;A8MW92;
1861;P54198;
1862;Q63HQ2;A0A075B713
1863;Q8IZP9;
1864;Q8N3X1;
1865;Q9Y2M0;
1866;Q92585;
1867;Q9UPR3;
1868;Q9Y6C2;
1869;E7EW31;
1870;Q92932;Q16849
1871;Q9BPX3;
1872;Q9Y6L7;P13497,O43897
1873;O76041;
1874;P09874;
1875;Q5VVW2;
1876;Q96AX9;
1877;Q9P1Z0;
1878;O43303;
1879;O75665;
1880;Q5T1B0;
1881;Q9BVI0;
1882;Q9NSE4;
1883;A2A2Z9;A0A1B0GTQ5,A0A1B0GW59,A0A1B0GTM6,Q8IVF6,Q9H560
1884;O00754;M0R2P5,M0QZ24
1885;Q5T0W9;
1886;Q86W92;
1887;Q86YV0;
1888;Q8WZA2;O95398,Q92565,
1889;P22102;E0CX11,
1890;P49916;
1891;Q14289;
1892;Q14527;
1893;Q8TEH3;Q6P3S1,
1894;Q9ULK0;O43424
1895;Q9Y2E5;
1896;Q7Z2K8;
1897;Q9H2U1;
1898;Q13523;
1899;Q5T8P6;
1900;Q8TBY8;
1901;Q8WZ75;
1902;Q9Y467;
1903;Q9Y5I4;Q9Y5G2,Q9UN70,Q9Y5G9,Q9Y5G6,Q9Y5E5,Q9Y5F8,Q9UN71,Q9Y5E4,Q9Y5E6,Q9Y5E9,Q9Y5H2,Q9Y5F3,Q9Y5G4,Q9Y5G5,Q9Y5G0,Q9Y5F2,Q9Y5F6,Q9Y5E2,Q96TA0,Q9Y5H4,Q9Y5H1,Q9Y5E3,Q9Y5G3,Q9Y5E7,Q9Y5E8,Q9Y5E1,O60330,Q9UN66,Q9UN67,Q9Y5G7,Q9Y5G8,Q9Y5G1,Q9Y5F1,Q9Y5F9,Q9NRJ7,Q9Y5F0,Q9Y5H3,Q9Y5H0
1904;O43147;
1905;Q15735;Q9BT40,
1906;Q6UXY8;
1907;Q86YT6;
1908;Q8IX07;
1909;O43491;P11171,
1910;Q6ZVH7;
1911;A6NFI3;
1912;P78364;
1913;Q969F9;
1914;Q96QT6;
1915;Q9BXL6;
1916;Q96DN6;
1917;Q9HCE1;
1918;Q9NQ90;Q5XXA6,
1919;Q08379;Q9HBQ8
1920;Q96JQ2;
1921;O75150;Q5VTR2
1922;Q13472;
1923;Q2VWA4;
1924;Q8IXT5;
1925;Q8N283;
1926;Q8NEM8;Q5U5Z8
